run_id,epoch,layer,depth,scope,codebook_size,active_ratio,active_count,dead_count,perplexity,codebook_loss,commitment,residual_norm,projection_grad_norm,restarted_codes,usage_counts,min_l2_dist,collapse_count,collapse_ratio,distance_reference_count,distance_stats_exact
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,0,0,depth,4,1.0000000000,4,0,3.8628082275,0.1620326221,0.1620326221,0.4021822050,,0,"[125228,160959,131551,73782]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,0,1,depth,4,1.0000000000,4,0,3.1741170883,0.1129041284,0.1129041281,0.3355507493,,0,"[182917,8014,131946,168643]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,0,2,depth,4,1.0000000000,4,0,2.7271921635,0.0950677108,0.0950677112,0.3078685552,,0,"[209252,34,69499,212735]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,0,3,depth,4,0.7500000000,3,1,2.7082865238,0.0873746503,0.0873746514,0.2951614588,,0,"[220045,0,67010,204465]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,0,,aggregate,4,1.0000000000,4,0,3.5577204227,0.1143447779,0.1143447782,0.2951614588,0.0004259296,0,"[737442,169007,400006,659625]",4.0587000847,0,0.0000000000,4,1
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,1,0,depth,2,1.0000000000,2,0,1.9425679445,0.0278682905,0.0278682905,0.1669123754,,0,"[76199,46681]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,1,1,depth,2,1.0000000000,2,0,1.9971820116,0.0106378718,0.0106378720,0.1030631758,,0,"[58178,64702]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,1,2,depth,2,1.0000000000,2,0,1.9112229347,0.0061254017,0.0061254017,0.0782097954,,0,"[43067,79813]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,1,3,depth,2,1.0000000000,2,0,1.8194758892,0.0051896829,0.0051896830,0.0720165722,,0,"[35146,87734]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,10,1,,aggregate,2,1.0000000000,2,0,1.9818108082,0.0124553117,0.0124553118,0.0720165722,0.0002473295,0,"[212590,278930]",4.7811727524,0,0.0000000000,2,1
residual_simvq_k4-2_d4-4_rate094-20260727-142121,20,0,0,depth,4,1.0000000000,4,0,3.8519761562,0.2156109057,0.2156109057,0.4639537781,,0,"[119680,156541,143661,71638]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,20,0,1,depth,4,1.0000000000,4,0,3.1976802349,0.1682845995,0.1682845987,0.4097288832,,0,"[184232,9118,134138,164032]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,20,0,2,depth,4,1.0000000000,4,0,2.7584910393,0.1517286859,0.1517286837,0.3890207067,,0,"[203713,45,74749,213013]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,20,0,3,depth,4,0.7500000000,3,1,2.7159762383,0.1448141079,0.1448141068,0.3800565109,,0,"[211498,0,67978,212044]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,20,0,,aggregate,4,1.0000000000,4,0,3.5704617500,0.1701095748,0.1701095738,0.3800565109,0.0004346292,0,"[719123,165704,420526,660727]",3.9448032379,0,0.0000000000,4,1
residual_simvq_k4-2_d4-4_rate094-20260727-142121,20,1,0,depth,2,1.0000000000,2,0,1.9919742346,0.0217067112,0.0217067112,0.1472739778,,0,"[66946,55934]",,,,,
residual_simvq_k4-2_d4-4_rate094-20260727-142121,20,1,1,depth,2,1.0000000000,2,0,1.9911440611,0.0093127106,0.0093127106,0.0963904291,,0,"[55656,67224]",,,,,
